item_id,restaurant_id,item_name,category,price
1422,420,Spinach Artichoke Dip,Appetiser,825
3029,309,Macarons,French,463
802,456,Green Curry,Thai,1196
7053,153,Soufflé,French,1331
3953,4,Enchiladas,Mexican,668
4567,193,Sopes,Mexican,599
2073,293,Quinoa Salad,Healthy,1392
4725,96,Cupcakes,Desserts,879
6430,82,Satay Skewers,Thai,1260
8068,343,Jackfruit Tacos,Vegan,559
8488,348,Quinoa Salad,Healthy,1288
1966,301,Kung Pao Chicken,Chinese,526
897,132,Chicken and Waffles,American,667
6621,78,Pozole,Mexican,531
5758,352,Hummus,Middle Eastern,1248
7231,193,Baklava,Mediterranean,1383
6465,287,Shawarma,Middle Eastern,200
8127,384,Orange Juice,Beverage,588
3876,399,Donuts,Desserts,1159
2657,285,Milkshake,Beverage,316
9664,437,Cornbread,American,283
1254,49,Kimchi Jjigae,Korean,520
3411,498,Coq au Vin,French,434
1241,473,Sliders,Fast Food,1227
5761,291,Oatmeal,Healthy,566
2634,420,Takoyaki,Japanese,920
455,410,Ribs,Main Course,795
5047,135,Baba Ganoush,Mediterranean,509
232,154,Quesadillas,Mexican,1130
3737,368,Tonkatsu,Japanese,692
501,150,Onion Rings,Appetiser,1235
9043,193,Stuffed Bell Peppers,Vegan,304
6084,138,Coffee,Beverage,1128
158,377,Fish Sandwich,Fast Food,1493
728,368,Burgers,Main Course,1234
5105,427,Mussels in Garlic Butter,Seafood,595
6320,440,Buffalo Wings,American,412
6921,127,Mac and Cheese,American,1117
978,462,Kunafa,Middle Eastern,789
421,89,Bulgogi,Korean,823
8077,430,Vegan Ice Cream,Vegan,565
2200,472,Gimbap,Korean,842
9317,175,Kibbeh,Mediterranean,317
4070,233,Okonomiyaki,Japanese,247
3052,345,Jerk Chicken,Caribbean,288
2892,85,Tacos,Fast Food,187
4690,6,Tiramisu,Italian,529
3813,239,Tteokbokki,Korean,858
1789,452,Margherita Pizza,Italian,875
2832,106,Falafel,Middle Eastern,1160
1373,166,Okonomiyaki,Japanese,329
7490,146,Falafel,Middle Eastern,566
5904,161,Onion Rings,Appetiser,211
2383,471,Onion Rings,Appetiser,493
7437,450,Ice Cream,Desserts,542
5075,425,Pasta Alfredo,Main Course,1023
3218,55,Soufflé,French,1255
614,290,Lentil Soup,Vegan,979
3484,453,Chia Pudding,Healthy,714
2842,177,Mojito,Beverage,1385
3249,158,Fish Tacos,Seafood,701
7047,171,Coconut Water,Beverage,1321
2953,355,Crème Brûlée,French,1445
8935,111,Kimchi,Korean,1219
3123,147,Papaya Salad,Thai,1058
608,84,Mushroom Risotto,Vegan,1077
4791,377,Bulgogi,Korean,618
5859,153,Biryani,Main Course,745
9012,424,Lentil Soup,Vegan,1189
1665,5,Soufflé,French,1436
6426,422,Massaman Curry,Thai,1140
2272,144,Arancini,Italian,217
7731,44,Guacamole,Mexican,906
6472,167,Quiche Lorraine,French,663
4608,39,Pizza,Fast Food,606
3776,329,Shakshuka,Mediterranean,491
2168,353,Brown Rice Bowl,Healthy,1299
5441,27,Coconut Shrimp,Caribbean,824
8841,257,Gimbap,Korean,330
9262,341,Focaccia Bread,Italian,953
5165,409,Roti,Caribbean,201
1732,210,Hot and Sour Soup,Chinese,1293
9551,358,Vegan Burger,Vegan,585
3569,318,Kofta,Middle Eastern,758
5913,389,Soba Noodles,Japanese,880
9373,289,Crème Brûlée,French,376
6418,209,BBQ Chicken,Main Course,1210
3983,438,Shabu Shabu,Japanese,511
7576,301,Ackee and Saltfish,Caribbean,1233
6398,64,Quinoa Salad,Healthy,1186
4709,54,Baba Ganoush,Middle Eastern,578
9495,136,Baguette,French,171
3010,15,Gulab Jamun,Desserts,378
7702,436,Kofta,Middle Eastern,173
9859,124,Pudding,Desserts,340
8837,129,Hot and Sour Soup,Chinese,681
1706,425,Papaya Salad,Thai,417
8376,86,Clam Chowder,Seafood,223
449,137,Jerk Chicken,Caribbean,461
108,66,Sundubu Jjigae,Korean,1411
3862,97,Baba Ganoush,Mediterranean,887
1787,386,Rajma Chawal,Indian,464
7285,195,Arancini,Italian,528
6965,328,Sushi,Japanese,302
7835,2,Udon,Japanese,839
2449,107,Chicken and Waffles,American,1059
4813,224,Bolognese,Italian,1085
6949,446,Ratatouille,French,992
37,453,Spring Rolls,Appetiser,584
4327,198,Korean BBQ,Korean,783
9092,225,Macarons,French,325
7743,241,Peking Duck,Chinese,315
244,103,Pavlova,Desserts,271
4518,225,Tacos,Mexican,169
658,458,Samosa,Indian,1412
3808,98,Enchiladas,Mexican,562
7111,80,Cheesecake,Desserts,913
1510,94,Fish Tacos,Seafood,849
1139,456,Tiramisu,Italian,1417
6149,71,Shawarma,Fast Food,634
6435,167,Dumplings,Chinese,331
5109,234,Soufflé,French,1177
2973,275,Papaya Salad,Thai,785
6953,473,Vegan Burger,Vegan,842
6809,76,Mango Sticky Rice,Thai,1043
989,364,Ramen,Japanese,667
3113,21,Fried Plantains,Caribbean,1312
9560,349,Rajma Chawal,Indian,762
3792,192,Tiramisu,Desserts,247
5504,1,Baba Ganoush,Mediterranean,1130
2317,77,Coq au Vin,French,1071
8816,66,Brown Rice Bowl,Healthy,851
5297,18,Spanakopita,Mediterranean,1410
8227,429,Sundubu Jjigae,Korean,1394
7802,53,Tamales,Mexican,902
7046,378,Menudo,Mexican,843
4544,112,Mac and Cheese,American,1386
1854,86,Mushroom Risotto,Vegan,226
9375,176,Grilled Cheese,Fast Food,536
2898,249,Sundubu Jjigae,Korean,171
4894,164,Mango Sticky Rice,Thai,283
7252,44,Gyros,Mediterranean,604
9152,235,Meatloaf,Main Course,324
3152,434,Bossam,Korean,325
7579,240,Stuffed Bell Peppers,Vegan,1009
2648,170,Meatloaf,Main Course,575
3432,59,Crab Cakes,Seafood,1430
3242,177,Smoothie Bowl,Healthy,696
7117,460,Papaya Salad,Thai,773
7839,486,Udon,Japanese,559
4372,478,Udon,Japanese,283
4088,214,Wonton Soup,Chinese,1129
5706,152,Fried Rice,Chinese,743
6526,458,Kofta,Middle Eastern,1145
8264,187,Mango Sticky Rice,Desserts,422
8986,241,Focaccia Bread,Italian,1268
2365,137,Gyros,Mediterranean,698
6362,111,Chicken and Waffles,American,312
6565,19,Udon,Japanese,1381
5938,425,Chia Pudding,Healthy,1246
8254,129,Fajitas,Mexican,342
5323,299,Green Tea,Beverage,1085
351,311,Gnocchi,Italian,663
6570,99,Thai Fried Rice,Thai,506
4426,247,Coconut Shrimp,Caribbean,1107
5184,242,Margherita Pizza,Italian,591
6416,409,Ravioli,Italian,1211
1943,287,Quesadillas,Mexican,620
9385,257,Green Curry,Thai,869
6013,372,Baguette,French,297
6141,291,Callaloo,Caribbean,1431
2311,342,Kofta,Middle Eastern,1204
4190,12,Apple Pie,Desserts,831
79,239,Steak,Main Course,750
4565,70,Pancakes,American,1323
167,116,Dosa,Indian,341
3578,149,Mac and Cheese,American,658
483,468,Peking Duck,Chinese,545
3099,442,Chia Pudding,Healthy,403
3141,14,Tacos,Mexican,1290
9687,188,Cornbread,American,1499
5686,105,Roasted Cauliflower Steaks,Vegan,176
3654,160,Quesadillas,Mexican,580
7593,484,Pudding,Desserts,868
1869,234,Chickpea Salad,Vegan,336
9479,273,Baingan Bharta,Indian,643
5660,81,Chickpea Salad,Vegan,1079
2670,1,Thai Fried Rice,Thai,380
9324,429,Orange Juice,Beverage,1077
6524,347,Pita Bread,Mediterranean,1183
9116,340,Bibimbap,Korean,359
9901,223,Chili Cheese Fries,Fast Food,933
5497,67,Kunafa,Middle Eastern,1229
5139,126,Fried Rice,Chinese,685
6723,121,Kimchi Jjigae,Korean,598
6694,76,Crispy Calamari,Appetiser,974
431,330,Fried Chicken,Fast Food,731
8389,305,Caprese Salad,Appetiser,1317
1459,264,Baklava,Desserts,555
3462,476,Coca-Cola,Beverage,1077
7168,71,Kimchi Jjigae,Korean,1224
4950,41,Dumplings,Chinese,936
7741,417,Papaya Salad,Thai,1152
1432,281,Dosa,Indian,1151
2396,150,Tom Yum Soup,Thai,999
1056,410,Samosa,Indian,669
9722,163,Oatmeal,Healthy,1372
6917,409,Lentil Soup,Healthy,559
8802,127,Brownie,Desserts,940
3003,49,Sundubu Jjigae,Korean,915
8198,466,Hot Dogs,Fast Food,1147
5485,396,Ackee and Saltfish,Caribbean,712
2045,222,Tiramisu,Desserts,462
1741,182,Fajitas,Mexican,409
7310,58,Fried Plantains,Caribbean,615
6888,141,Shawarma,Middle Eastern,886
11,104,Buffalo Wings,American,948
7488,255,Tamales,Mexican,923
1725,184,Ceviche,Seafood,1303
7173,383,Margherita Pizza,Italian,1147
7185,443,Tom Yum Soup,Thai,1054
9079,29,Smoothie Bowl,Healthy,1128
1493,62,Smoothie Bowl,Healthy,247
3901,388,Mac and Cheese,American,717
4455,82,Pad Thai,Thai,1281
6530,199,Butter Chicken,Indian,633
7293,132,Tom Yum Soup,Thai,1352
1215,369,Quinoa Salad,Healthy,1465
8344,175,Oysters,Seafood,871
8194,68,Fajitas,Mexican,776
7388,219,Quiche Lorraine,French,1077
3405,40,Chicken Wings,Appetiser,342
2835,56,Boeuf Bourguignon,French,1200
6468,314,Coconut Shrimp,Caribbean,1032
5443,22,Grilled Chicken,Main Course,1008
3176,422,French Onion Soup,French,996
6120,314,Gimbap,Korean,928
3853,482,Shawarma,Fast Food,335
5778,204,Grilled Salmon,Healthy,443
2112,366,Tempura,Japanese,973
810,412,Carrot Cake,Desserts,581
5837,193,Pasta Carbonara,Italian,351
8401,10,Onion Rings,Appetiser,1042
486,444,Roast Lamb,Main Course,673
5207,278,Buffalo Wings,American,260
5596,222,Sweet and Sour Pork,Chinese,408
6520,402,Papaya Salad,Thai,1262
996,422,Onion Rings,Appetiser,691
5374,472,Fried Plantains,Caribbean,306
234,353,Idli,Indian,656
7751,462,Quesadillas,Mexican,255
9497,265,Tacos,Fast Food,1425
9171,78,Buffalo Wings,American,1048
7519,31,Tempura,Japanese,684
6655,222,Pad Thai,Thai,1219
7722,356,Caprese Salad,Appetiser,529
1932,428,Pasta Carbonara,Italian,1189
5813,80,Quesadillas,Mexican,1343
2046,385,Stuffed Peppers,Healthy,812
8594,314,Pina Colada,Beverage,1411
6691,95,Tarte Tatin,French,164
6706,354,Grilled Prawns,Seafood,749
5201,282,Lasagna,Italian,702
3356,234,Lentil Soup,Vegan,231
8927,218,Quinoa Salad,Healthy,930
6954,475,Jerk Chicken,Caribbean,1293
185,11,Cacciucco,Italian,697
8739,168,Pozole,Mexican,940
5034,465,Tacos,Mexican,262
4200,244,Ceviche,Seafood,971
5210,161,Osso Buco,Italian,338
5208,58,Mushroom Risotto,Vegan,1383
9490,56,Orange Juice,Beverage,1375
2510,325,Tacos,Fast Food,1046
159,412,Spring Rolls,Appetiser,279
9951,261,Baguette,French,449
5069,210,Baguette,French,408
5527,239,Baguette,French,490
9965,27,Elote,Mexican,1037
3968,211,Fish Sandwich,Fast Food,887
4330,68,Tarte Tatin,French,730
9222,123,Lasagna,Main Course,280
2149,52,Fish Tacos,Seafood,1223
3734,138,Crème Brûlée,Desserts,1267
7307,342,Soba Noodles,Japanese,711
2051,332,Nachos,Appetiser,454
499,349,Chickpea Salad,Vegan,1282
3717,305,Tteokbokki,Korean,793
3544,408,Hummus with Pita,Appetiser,433
2261,342,Falafel,Mediterranean,952
2287,145,Kibbeh,Mediterranean,317
9899,463,Ceviche,Seafood,583
5594,124,Dal Makhani,Indian,1295
7625,467,Vegan Burger,Vegan,1149
4378,103,Sweet and Sour Pork,Chinese,589
9060,310,Caprese Salad,Italian,971
7694,371,Ackee and Saltfish,Caribbean,837
8965,267,Hummus,Mediterranean,712
9634,106,Jerk Chicken,Caribbean,233
9781,358,Fried Plantains,Caribbean,816
8417,418,Manchurian,Chinese,1460
56,473,Mozzarella Sticks,Appetiser,1268
1289,128,Curry Goat,Caribbean,1294
8482,401,Rajma Chawal,Indian,426
2763,105,Onion Rings,Appetiser,1045
6662,95,Shabu Shabu,Japanese,1351
4512,3,Mojito,Beverage,557
1737,210,Tarte Tatin,French,465
6461,366,Cupcakes,Desserts,792
8593,394,Cheesecake,Desserts,1027
5177,78,Korean BBQ,Korean,464
9637,326,Hummus,Mediterranean,580
8191,118,Tiramisu,Desserts,841
9524,472,BBQ Ribs,American,561
5406,464,Kibbeh,Mediterranean,695
808,243,Caprese Salad,Appetiser,1029
9106,497,Roti,Caribbean,1154
4911,468,Tiramisu,Italian,1071
1738,332,Vegan Burger,Vegan,401
4179,156,Lemonade,Beverage,1282
6722,228,Char Siu,Chinese,1341
7834,29,Focaccia Bread,Italian,1326
3507,347,Dal Makhani,Indian,1372
39,370,Corn Dogs,Fast Food,306
4142,483,Philly Cheesesteak,American,1258
3767,128,Caprese Salad,Italian,796
40,68,Chicken Wings,Appetiser,835
1547,185,Hot and Sour Soup,Chinese,248
3989,173,Massaman Curry,Thai,543
9622,245,Dumplings,Chinese,702
1100,26,Philly Cheesesteak,American,1472
287,217,Ceviche,Seafood,1375
8564,215,Tabbouleh,Mediterranean,400
9569,233,Vada Pav,Indian,698
3258,463,Corn Dogs,Fast Food,419
1384,148,Kofta,Middle Eastern,1295
7710,250,Kofta,Middle Eastern,1192
9338,96,Shawarma,Middle Eastern,1447
3935,43,French Onion Soup,French,963
3886,337,Ceviche,Seafood,1097
4309,425,Donuts,Fast Food,1290
184,149,Fried Chicken,Fast Food,1307
6377,469,Ratatouille,French,210
7075,302,Shrimp Scampi,Seafood,1336
6298,168,Baguette,French,1393
7772,33,Sundubu Jjigae,Korean,875
7542,210,Baklava,Mediterranean,1303
5127,293,Hot and Sour Soup,Chinese,1262
1448,108,Fajitas,Mexican,1236
2008,428,Enchiladas,Mexican,651
7101,219,Gimbap,Korean,528
1900,72,Kung Pao Chicken,Chinese,216
6796,467,Chickpea Salad,Vegan,1361
2060,61,Chili Cheese Fries,Fast Food,860
1611,125,Grilled Chicken,Main Course,400
3267,37,Ceviche,Seafood,208
2897,18,Lentil Soup,Vegan,704
5283,437,Vegan Pizza,Vegan,1225
7472,160,Chia Pudding,Healthy,267
8904,135,Grilled Cheese,Fast Food,981
5437,112,Stuffed Bell Peppers,Main Course,444
817,455,Pita Bread,Mediterranean,1206
2416,216,Palak Paneer,Indian,309
1118,255,Fruit Punch,Beverage,761
8615,171,Clam Chowder,Seafood,250
9562,462,Pancakes,American,229
3925,424,Espresso,Beverage,983
9112,49,Biryani,Main Course,403
7214,94,Larb,Thai,601
6716,109,Baingan Bharta,Indian,1248
4188,484,Enchiladas,Mexican,581
8136,17,Grilled Chicken,Main Course,1110
1108,263,Chawanmushi,Japanese,944
3013,357,Samgyeopsal,Korean,460
5020,248,Roasted Cauliflower Steaks,Vegan,373
3039,237,Gyros,Mediterranean,1313
2693,228,Mango Sticky Rice,Desserts,574
7698,289,Butter Chicken,Indian,564
9865,493,Tacos,Main Course,1303
9811,251,Bibimbap,Korean,748
4689,116,Sangria,Beverage,1243
9989,339,Chicken Wings,Appetiser,834
4663,34,Stuffed Peppers,Healthy,266
6289,67,Matcha Tea,Beverage,440
5463,166,Soba Noodles,Japanese,955
3134,72,Labneh,Middle Eastern,1424
5188,393,Coconut Water,Beverage,714
5997,496,Coca-Cola,Beverage,1313
6237,347,Pad Thai,Thai,615
9797,404,Samosa,Appetiser,270
7508,64,Meatloaf,Main Course,1303
5750,231,Pina Colada,Beverage,1237
2645,37,Polenta,Italian,897
2216,202,Meatloaf,American,425
1105,425,Fajitas,Mexican,1465
4275,395,Rice and Peas,Caribbean,487
7385,96,Masala Dosa,Indian,739
4430,163,Tacos,Main Course,527
3225,254,Quiche Lorraine,French,590
6291,235,Panang Curry,Thai,772
7104,150,Grilled Salmon,Healthy,1021
9873,442,Jambalaya,American,241
524,397,Zoodle Pasta,Healthy,793
8268,10,Larb,Thai,198
361,497,Callaloo,Caribbean,579
8339,332,Fattoush,Middle Eastern,161
7147,425,Panna Cotta,Italian,1281
8779,445,Char Siu,Chinese,979
471,378,Shawarma,Middle Eastern,596
1962,262,Tofu Stir-fry,Vegan,1498
7257,309,Tonkatsu,Japanese,208
2476,499,Quesadillas,Mexican,306
3958,464,Rice and Peas,Caribbean,940
4817,241,Hummus,Middle Eastern,1352
3841,410,Smoothie Bowl,Healthy,340
6609,101,Sarson Da Saag,Indian,504
8788,101,Samosa,Appetiser,597
6506,128,Dolma,Mediterranean,986
4164,259,Oatmeal,Healthy,1331
1146,365,French Onion Soup,French,1242
4259,369,Clam Chowder,Seafood,1277
2883,395,Tempura,Japanese,747
3796,486,Jambalaya,American,306
1490,217,Spanakopita,Mediterranean,1458
343,400,Quesadillas,Mexican,452
7304,122,Lobster Bisque,Seafood,808
2315,118,Bossam,Korean,820
7634,83,Masala Dosa,Indian,1440
4706,46,Mango Sticky Rice,Thai,890
4832,411,Rogan Josh,Indian,743
7341,452,Smoothie Bowl,Healthy,1338
8311,440,Donuts,Fast Food,190
5015,290,Burritos,Mexican,479
8994,444,Hyderabadi Biryani,Indian,907
6860,158,Grilled Salmon,Seafood,524
258,424,Hummus,Middle Eastern,538
8597,148,Clam Chowder,Seafood,938
4264,389,Hot Dogs,Fast Food,273
9602,420,Korean BBQ,Korean,1205
2220,462,Enchiladas,Mexican,494
1198,48,Carrot Cake,Desserts,1330
691,27,Vegan Pizza,Vegan,1001
5206,137,Rice and Peas,Caribbean,1095
922,488,Udon,Japanese,1331
5520,248,Chicken Wings,Appetiser,427
3791,126,Eclairs,Desserts,925
4122,381,Mushroom Risotto,Vegan,192
5780,164,Tiramisu,Desserts,1137
9591,187,Baba Ganoush,Mediterranean,721
5344,335,Miso Soup,Japanese,207
2460,122,Margherita Pizza,Italian,534
5638,431,Coconut Water,Beverage,903
8074,181,Nachos,Appetiser,1408
2133,56,Pad Thai,Thai,679
1860,190,Menudo,Mexican,1420
7691,266,Baba Ganoush,Middle Eastern,1105
3073,6,Cornbread,American,1436
5221,454,Paneer Butter Masala,Main Course,254
2014,108,Korean BBQ,Korean,1391
4775,495,Chocolate Mousse,Desserts,985
9187,176,Donuts,Desserts,1397
6848,482,Elote,Mexican,1242
5287,107,Milkshake,Beverage,853
4356,472,Chawanmushi,Japanese,1286
9778,272,Tempura,Japanese,1252
5665,105,Falafel,Middle Eastern,1412
7973,112,Vegan Burger,Vegan,524
5002,111,Hummus,Middle Eastern,183
3664,198,Lobster Roll,American,319
7141,142,Stuffed Peppers,Healthy,364
5862,161,Pad Thai,Thai,365
573,246,Quiche Lorraine,French,1035
5159,37,Mussels in Garlic Butter,Seafood,1349
3108,64,Butter Chicken,Indian,725
6299,383,Okonomiyaki,Japanese,1343
8048,241,Minestrone Soup,Italian,1318
3172,108,Kadai Paneer,Indian,595
9286,221,Green Curry,Thai,1137
1111,479,Kofta,Middle Eastern,730
5818,481,Grilled Chicken,Main Course,766
6332,233,Paneer Butter Masala,Main Course,871
7076,493,Bossam,Korean,1111
6367,153,Grilled Salmon,Healthy,1394
4076,16,Panna Cotta,Italian,601
6138,450,Bruschetta,Appetiser,981
7986,227,Shabu Shabu,Japanese,1485
9700,381,Jambalaya,American,379
5229,459,Shabu Shabu,Japanese,1316
5193,217,Stuffed Bell Peppers,Vegan,257
5008,274,Jackfruit Tacos,Vegan,595
2089,178,Shabu Shabu,Japanese,236
1821,155,Spinach Artichoke Dip,Appetiser,304
2035,465,Grilled Salmon,Seafood,1083
2709,41,Tacos,Fast Food,874
8462,470,Larb,Thai,1453
2117,5,Lentil Soup,Vegan,540
5314,420,Milkshake,Beverage,1247
9098,282,Stuffed Bell Peppers,Vegan,225
4860,120,Stuffed Mushrooms,Appetiser,625
4446,410,Coq au Vin,French,559
6446,74,Margherita Pizza,Italian,545
3468,460,Hot and Sour Soup,Chinese,405
3342,144,Fish Tacos,Seafood,764
3130,333,Mapo Tofu,Chinese,1188
5131,450,Coffee,Beverage,299
5601,16,Kunafa,Middle Eastern,676
4820,92,Roasted Cauliflower Steaks,Vegan,1260
6200,405,Soufflé,French,1442
1567,349,Jambalaya,American,1386
3782,441,Roti,Caribbean,392
2647,383,Chickpea Salad,Vegan,1163
3376,326,Gnocchi,Italian,1014
9205,159,Crispy Calamari,Appetiser,1386
3203,49,Tuna Tartare,Seafood,981
447,117,Deviled Eggs,Appetiser,1298
5392,38,Enchiladas,Mexican,799
5011,293,Bibimbap,Korean,1318
4958,232,Ceviche,Seafood,766
1063,29,Shawarma,Middle Eastern,1131
4874,389,Baozi,Chinese,166
1192,86,Shawarma,Fast Food,1029
2393,175,Coq au Vin,French,865
9957,132,Chia Pudding,Healthy,200
7882,134,Vegan Pizza,Vegan,892
3596,18,Rice and Peas,Caribbean,1213
4069,415,Enchiladas,Mexican,552
5322,230,Tofu Stir-fry,Vegan,426
2719,487,Bolognese,Italian,1007
2872,396,Kung Pao Chicken,Chinese,549
1449,280,Thai Fried Rice,Thai,1329
7621,161,Dumplings,Chinese,894
673,468,Aloo Paratha,Indian,577
7420,443,Palak Paneer,Indian,780
7574,384,Donuts,Fast Food,218
5209,152,Fish & Chips,Main Course,711
8456,336,Mojito,Beverage,399
4172,109,Tom Yum Soup,Thai,844
2169,247,Sushi,Japanese,1256
4037,339,Grilled Salmon,Seafood,890
5347,409,Quinoa Salad,Healthy,644
3947,6,Hummus,Mediterranean,529
6296,364,Papaya Salad,Thai,908
1565,128,Baklava,Mediterranean,909
1893,333,Minestrone Soup,Italian,1177
4265,399,Roasted Cauliflower Steaks,Vegan,229
5963,220,BBQ Chicken,Main Course,568
1278,467,Chole Bhature,Indian,1423
394,55,Carrot Cake,Desserts,981
1271,407,Soba Noodles,Japanese,1153
1639,470,Biryani,Main Course,1153
2280,85,Baklava,Mediterranean,215
3575,380,Kimchi Jjigae,Korean,1469
8662,43,Sopes,Mexican,266
